comment,CAMERA,SCREEN,GENERAL,STORAGE,PERFORMANCE,SERACC,BATTERY,PRICE,DESIGN,FEATURES,OTHERS
Thiết kế đẹp pin trâu màn hình ngon đúng tiêu chuẩn quá tuyệt vời đáng đồng tiền sam sung còn hay cập nhật android không như mấy hãng china,0,3,0,0,0,0,3,3,3,0,0
Có ai xài bị nóng máy nhanh tuột pin ko? Mới mua về chơi 1 trận liên quân từ 80% tuột xuống còn 56% .do máy bị lỗi ko mọi người,0,0,0,0,0,0,1,0,0,0,3
"e mới mua 1 con ip 11 màu xanh rất đẹp,pin trâu, chơi game bao mượt, tốt hơn hằn các ip khác kể cả xsm chỉ thua xíu về màn hình. Mn nên mua và trai nghiệm ạ, rất tuyệt vời.",0,0,3,0,3,0,3,0,3,0,0
"Mk dùng đc mấy ngày thì mướt xong bị tình trạng lướt như đua chậm , nhấn vào ứng dụng cũng vậy , toàn phải khởi động lại máy mới mướt lại bt , mk 1 đổi 1 r mà vẫn bị tình trạng như vậy. Có ai bị như mk k 🤗",0,0,0,0,1,0,0,0,0,0,3
Các bác nói sao chứ tui Sài thấy tốt mà ok về mọi mặt có điều khi vào game nặng thì hơi lag xíu hoi,0,0,3,0,1,0,0,0,0,0,0
Mình mua máy dc 15 ngày r có vẻ như pin tuột nhanh .  camera thì bị lỗi vào k đc.  Màn hình nhiều khi bấm không ăn .,1,0,0,0,0,0,1,0,0,1,0
Tất cả đều tạm ổn mà pin xuống hơi nhanh bắt wifi cũng hơi kém xíu chs game thì mượn mà khỏi chê luôn,0,0,2,0,3,0,1,0,0,1,0
"Mua chơi game thì OK. Chứ gọi video , với chụp ảnh thì đừng nhà. Mua máy xong ,gọi video cho ny mà nữ chả nhận ra . Cực kỳ xấu luôn",1,0,0,0,3,0,0,0,0,0,0
"Quá ngon quá rẻ, tự hào việt nam, ủng hộ bác vượng, bán giá này cho người việt nam sử dụng smartphone việt nam,chứ bán giá này có lẽ ko lời, có khi lỗ",0,0,3,0,0,0,0,3,0,0,0
"Cảm thấy thất vọng với màn hình LCD TFT quá tệ, hình ảnh nhạt phết, các chi tiết khác của máy thì đạt yêu cầu, ko nên mua con này mọi người ạ, hơi hối hận khi ko xem kỹ máy trước khi mua.",0,1,1,0,0,0,0,0,0,0,0
"Con hàng tốt phù hợp giá pin cũng khá trâu , không phù hợp chơi các games nặng.",0,0,3,0,1,0,3,2,0,0,0
Tui đã thấy xịn sò òi đó. Nhìn sang trọng như dòng cao cấp. Về độ bền thì thời gian mới biết dc....,0,0,3,0,0,0,0,0,3,0,0
Mới mua 1 ngày  mà xài mọi thứ đều ổn rất thích vì giá rẻ mà cảm ứng vẫn mượt lên mạng coi tin tức ok lun và chơi vài game nhè nhẹ ko giật lắc,0,0,3,0,3,0,0,3,0,3,0
"Máy ngon loa to . Chơi game liên quân khá ổn full cấu hình k mượn cho lắm . .............,..............  ......................",0,0,3,0,1,0,0,0,0,3,0
Điện thoại em mới mua khoảng 2 tuần sao bluetooth đi hơi xa là nó bị yếu ạ. Nó bị vấp,0,0,0,0,0,0,0,0,0,1,0
"Máy thiết kế đẹp, pin trâu khỏe ngoài ra có sạc nhanh đi kèm cực tiện lợi, camera 48mp thì chụp ảnh đẹp nét, có thêm camera góc rộng giúp tôi chụp hình thêm nhiều góc hơn. Quá ưng ý. Cảm ơn nhân viên tgdd đã tư vấn sản phẩm quá tốt mà lại rẻ chỉ 4tr690 👌",3,0,3,0,0,0,3,3,3,0,0
"Sản phẩm tệ..mạng quá kém
.ưks.........chán....
Khuyên ae k nên tin tưởng vào sản phâm nàym.tổi đã dùng 3 tháng giờ vất r:))",0,0,1,0,0,0,0,0,0,1,1
Máy bị lổi.nói chuyện video lúc có tiếng lúc không.loa kém.sac phin k bằng Oppo f11 nua,0,0,0,0,1,0,1,0,0,1,0
"Camera trước khi gọi Zalo, messenger bị mờ gọi cho tỗng đài hai lần một lần bảo mang ra để kiểm tra lần sau bảo là không phải lỗi gì hết do máy như vậy....!",1,0,0,0,0,0,0,0,0,0,0
Không biết mấy ông sao ...chứ sao máy t pin 5020mA mà tuột nhanh quá... không biết có bị lỗi pin k,0,0,0,0,0,0,1,0,0,0,2
Tuyệt vời 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,0,0,3,0,0,0,0,0,0,0,0
Xài thì thấy OK nhưng tiếc cái là loa hơi nhỏ . Nhân viên phục vụ tân tình tốt nên 5 sao,0,0,3,0,0,0,0,0,0,1,0
"Sản phẩm dùng ổn , cho mình hỏi miếng trên màng hình là miếng dán cường lực hay chi là miếng dán thường thôi",0,0,3,0,0,0,0,0,0,0,3
"Tôi tự tin dùng chiếc máy vivo y91c này để chiến liên quân hới bất kỳ game thủ nào ,phải nói rằng chiếc mày này vivo làm con trên cả tuyệt vời ,nếu có thêm 6 sao tôi sẽ cho 6 sao luôn.Cảm ơn các anh chị tgdđ đã tư vấn cho tôi khi mua được chiếc máy ngon bổ rẻ này.",0,0,3,0,3,0,0,3,0,0,0
"Máy như giới thiệu, ban đầu đọc đánh giá cũng phân vân nhưng vẫn quyết định mua, pin cũng không hao như bình luận, nghe nhạc và chụp hình cũng ok, tầm giá này xài đc vậy là quá tốt",3,0,3,0,0,0,3,2,0,3,0
"Máy quá chất lượng so với tầm giá. Cầm rất vừa tay, dùng mượt, pin sạc nhanh mà dùng gần 2 ngày mới hết. Chụp ảnh siêu đẹp.",3,0,3,0,3,0,3,2,3,0,0
Máy mình mua lúc đầu tình trạng 100% pin những giờ có 99% mua dc 3tuan. Mà pin xài chưa đến 6tieng đã bị pin yêu,0,0,0,0,0,0,1,0,0,0,0
Sản phẩm kém . hay bị cấn máy tự gọi cho ng khác . bàn phí ko có số phải cài thêm labankey.  Bộ nhớ tạm ko có nên việc sao chép và dán ko được thuận tiên . camera kém . chụp hình ko sắc nắc .. Nói chung mọi thứ đều chán ..,1,0,1,1,0,0,0,0,0,1,0
Số chấm của máy ảnh như ảo. Ảnh chụp độ phân giải thấp nhìn giả. Vân tay lúc đc lúc k. Tào lao hết sức. Ms mua về đã k thích. Mất toi 9tr bạc,1,0,1,0,0,0,0,1,0,1,0
"Khách hàng thân thiết được giảm 220k, chỉ còn 1170k. Với giá này cùng điện thoại này thì chắc là vô đối. Chỉ có điều sài máy xịn quen rồi sài lại chip 4 nhân vuốt, chờ chạy hơi lâu",0,0,3,0,1,0,0,0,0,0,0
"Mình đang dùng con reno2F và rất hài lòng nên khi a91 ra mắt mình có mua tặng bạn gái mình hôm 8/3 một em. Chụp hình max đẹp. Nhất là chụp đêm, màu trắng lại xinh và hợp với con gái nữa, bạn gái mình cũng rất hài lòng. Cảm ơn tgdd, cảm ơn oppo nha !!!",3,0,3,0,0,0,0,0,3,0,3
Tuyệt vời chị nhân viên rất nhiệt tình sản phẩm mới mua chua biết ra sao đang dùng thử,0,0,0,0,0,0,0,0,0,0,0
"Đã sở hữu Note 10+. Nói chung thật tuyệt, thiết kế vuông vắn phù hợp với mình. Giảm giá thì tuyệt vời rồi không lo mất phí.",0,0,3,0,0,0,0,0,3,0,0
"Tui chưa mua  nhưng xem các mem phán thì chắc tôi chuyển qua f9 cho lành... Cam tuyệt nhất, nghe, gọi lướt  ok....không vó nhu cầu chơi game....",3,0,0,0,2,0,0,0,0,3,0
"Phải nói là pin trâu cực kì sài cực kì đã sài từ sáng đánh 6 trận liên quân bắn pubg liên tục 4 tiếng mà vẫn còn tận 60% pin, thật sự mún nó dưới 20% pin phải nói rất là khó lun🤣 loa thì to cực kì, những ứng dụng khác thì chạy mượt cực dù dưới 4tr nhưng nó đủ hội tụ mọi thứ",0,0,0,0,3,0,3,2,0,3,0
Nên mua sài nguyên ngày đánh liên quân   các thứ xem phim lướt xác thứ tối 9h còn 32% nha pin cực trâu  và rất sịn chơi dc liên quân tót các thứ  và quăng từ lầu 2 xuống trệt ko hư j nhé    nên mua con này  và lâu lau nó bị lag xíu ko sao cả,0,0,3,0,3,0,3,0,3,0,0
Chất lượng clip trên Youtube 480 mà chỉ như 360 khá mờ. Bắt đầu thấy hơi nản. Camera thì chưa hoàn toàn thuyết phục. Tốc độ sạc pin tương đối ok. Nói chung tầm giá này chỉ fan thích chơi game mới mua thôi . Còn những người không chơi game mà chỉ xem Youtube mua samsung vẫn xem ngon hơn.,1,1,1,0,3,0,2,0,0,0,2
Mựơt lắm nha các bạn. Camera khỏi chê trong phân khúc. Còn về pin thì bth ko trâu lắm nhưng sp quá đạt giá rẻ,3,0,3,0,3,0,1,3,0,0,0
Mua được 2 ngày nói chung tạm ổn.nhưng pin tụt quá.có cách nào khắc phục ko.để chế độ cho mà pin tụt mau,0,0,2,0,0,0,1,0,0,0,0
"Mình khuyên ai đã mua máy này thì ko nên cập nhật MIUI , càng cập nhật thì càng có giao diện mới , đổi lại đt của bạn sẽ chậm lại và sẽ nóng lên ,nhanh hảo pin , chơi game ko còn mượt , nói chung là tệ hơn là cứ để đt như lúc nguyên bản ... Chia buồn với ae nào đã cập nhật bản mới nhất",0,0,0,0,1,0,1,0,0,0,1
mình mua được mấy ngày vào xem lại giá coi bao nhiu giảm thêm 500k nữa máy rất ok hêt choi game thi khổi nối...tiết là pin mau hết quá. NV nhiệt tình,0,0,3,0,3,0,1,3,0,0,0
"Tôi mua được gần 1 năm. Sau sản phẩm ra vài tháng. Game pubg liên quân free fire. Khỏi bản mượt mà. Load cực nhanh. Chụp hình đẹp. Thiết kế tuyệt vì 2 mặt đều phẳng. Không như dòng Redmi thường ( vát cong mặt sau) . Đến hiện tại máy vẫn mượt mà. Pin trâu khi dùng vình thường, đáng mua.",3,0,3,0,3,0,3,0,3,0,3
Dùng qua 1 tháng thấy máy vẫn ok mỗi cái k có sạc nhanh . sạc toàn 4-5 tiếng mới đầy,0,0,3,0,0,0,1,0,0,0,0
"Nếu bây giờ mua thì có giá và các khoản khuyến mại gì không add. Mình hiện đang ở Đức Thọ, Hà Tĩnh. Hãy gọi điện hoặc zalo tư vấn giúp mình để mua cho cha mẹ dùng.",0,0,0,0,0,0,0,0,0,0,1
"Điện thoại vivo y11 của mình sử dụng được 4 tháng thì nút nguồn bấm ko ăn, ko thể mở màn hình vậy cho mình hỏi trường hợp của mình có nằm trong chính sách bảo hành ko ạ. Những thứ khác vẫn tốt ạ",0,0,3,0,0,0,0,0,1,0,3
Đã sử dụng note 10+ được gần 1 tháng. Phải nói là Note 10+ rất hoàn hảo👍tôi yêu Samsung,0,0,3,0,0,0,0,0,0,0,0
"Máy sài ok cày game khỏe , pin rất trâu cảm ơn shoo tư vấn tận tình ạ , sẽ luôn ghé và ủng hộ shop nhiều hơn",0,0,3,0,3,0,3,0,0,0,0
Sao nó hay văng ra vs lại chuông đt lớn lắm giốq như đt trung quốc bị rè có đổi lại đc k e mua phú quốc hôm 14 /9 mong đc giải đáp hoang mang quá gửi đáh giá cũq k đc v,0,0,0,0,1,0,0,0,0,1,1
"Thiết kế đẹp,cấu hình khủng và mượt dù đã sử dụng đc một năm rồi.",0,0,0,0,3,0,0,0,3,0,0
"Pin lúc đầu sạc từ 20% khoảng 1h30 thì đầy. Sài được 2 tháng sạc hơn 2h là sao? Còn cảm biến vân tay thì như () nhận diện khuôn mặt cũng vậy. Chơi game để màn hình ngang lâu lâu bị lật ngược lai, tức muốn điên",0,0,0,0,1,0,2,0,0,2,0
Đã múc em nó mua trả góp cho cu bạn! Xài ô tô kê. so với trong tầm giá vẫn vượt trội hơn mọi con khác :D,0,0,3,0,0,0,0,2,0,0,3
sản phẩm tốt.cam đẹp mượt chiến game ngon nhận dạng mở khóa nhanh . ổn trong tầm giá.,3,0,3,0,3,0,0,2,0,3,0
Sao mới được 1 năm. Mà rớt giá ghế vậy. Rớt hẳn 10 triệu. Thất vọng thế. Hay chỉ là so chương trình khuyến mãi bên thế giới di động thôi,0,0,1,0,0,0,0,1,0,0,3
"Dùng chỉ để lướt web xem hình ảnh, điện thoại quá chỉ những fien nào của đó, hình ảnh chụp mờ câm, chỉ đang đe xem hình ảnh nt nghe gởi, đọc báo",1,0,0,0,3,0,0,2,0,0,0
điện thoại đẳng cấp nhất thế giới là đây. chúc mừng oppo đã mang đến sự lựa chọn mới cho những ai chán samsung và iphone,0,0,3,0,0,0,0,0,0,0,0
"Mua được 3 tháng xài thấy mượt mà ngon lành, chơi game toàn để max settings chạy vẫn mượt tuy hơi ấm nhẹ, chụp hình bao đẹp luôn, pin thì hao hơi nhanh chút nhưng tác vụ hằng ngày thì vẫn đủ, cảm ứng vân tay bảo mật khuôn mặt thì rất nhạy luôn. Nhìn chung xứng đáng với tầm giá.",3,0,0,0,3,0,1,3,0,3,0
Mình đã sử dụng được 3 tuần pin trâu sản phẩm phù hợp với mức giá chụp hình đẹp máy mượt mình thấy rất hài lòng,3,0,3,0,3,0,3,2,0,0,0
M mới mua máy hôm 10.6 nay tuột mất 4tr thật là bn mà máy sài mau tuột pin quá từ sáng đến chiều m chỉ gọi 2 cuộc dt lướt fb 15ph mât hết 45% pin roi . Quá thất vọng,0,0,1,0,0,0,1,1,0,0,0
"Sp tốt.chụp hình,game,video call, YouTube, Facebook đều rất tốt.với giá tiền này mà được sản phẩm tốt vậy là quá tuyệt .",3,0,3,0,3,0,0,2,0,0,0
Điện thoại quá tốt trên cả tuyệt vời máy chạy rất nhanh chụp ảnh rất đẹp âm thanh khi nghe nhạc giống như nghe đầu đĩa vậy,3,0,3,0,3,0,0,0,0,3,0
"nhìn chung là dùng tốt vs giá tiền, điểm trừ là pin xuống hơi nhanh, dùng ko được 1 ngày",0,0,3,0,0,0,1,2,0,0,0
Cảm biến mở khoá vân tay tệ.mua đc 2 tuần thì k nhận vân tay.phải xoá đi cài lại.chơi game nặng như liên quân thì cảm ứng có lúc k ăn.hơi hối hận khi mua e này,0,0,1,0,1,0,0,0,0,1,0
"Kg kêt nói 5g hơi buồn ,camera lòi cao quá . Máy rất mượt . Hình ảnh sắt nét . Noi chung là tạm chất nhận được .",0,3,2,0,3,0,0,0,1,1,0
"Ổn về mọi mặt, máy nhẹ, nhỏ gọn hơn nhưng dài hơn tí so với máy khác, chỉ hy vọng được lên Coloros 7 (Android 10) thì sẽ càng ngon nữa.",0,0,3,0,3,0,0,0,3,0,0
"Sản phẩm ổn, pin trâu, chụp hình đẹp, game liên quân mượt, tiếc là vỏ nhựa, giá tầm 9 triệu thì ngon",3,0,3,0,3,0,3,2,1,0,0
Chơi game đc 2 .3 hôm rất tốt . Hôm thứ 5 chơi game đc tầm 5 phút máy nó nóng lên.,0,0,0,0,2,0,0,0,0,0,0
"Chỉ được pin trâu ngoài ra mua phí tiền. Xài 2 tháng mà lag kinh khủng, camera chụp hình chỉ có màu xám xanh. Xài khoảng 5 tháng mỗi lần mở màn hình phải chờ 1 phút màn hình mới sáng. Mua vể mới thấy hối hạn thật sự",1,0,1,0,1,0,3,1,0,1,0
"Xài được 2 tuần đang tạm.chấp nhận vì tầm giá phù hợp ai dè đơ màn hình,xog gửi bảo hành chạy lại chương trình hsau không những bị đơ còn loạn màn mình co giật ljng tung...chuẩn bị đi trả lại đây",0,0,2,0,0,0,0,2,0,1,0
"Sao đt mới mua ,2 ngày  gì ma bàn phím đơ đơ vay troi còn thua con 20s cái cũ nt gì mà đơ đơ giật giật bực mình",0,0,0,0,1,0,0,0,0,1,0
"Máy cầm chắc tay. Camera lồi cũng ko ảnh hưởng gì. Pin tốt, máy hơi nóng chút, tất cả khá ổn",0,0,3,0,1,0,3,0,3,0,0
Máy ảnh rất tệ.  Ra ánh nắng thi trắng tinh luôn.khi quay video mau rất nhạt.,1,0,0,0,0,0,0,0,0,0,0
Chưa mua nhưng dùng Vsmart live thấy tốt nên nghĩ con này đoán cũng sẽ tốt. Cho 5 sao vì giá và cấu hình máy. Ủng hộ hàng VN.,3,0,0,0,3,0,0,3,0,0,0
"Máy to, xạc nhanh, pin tốt, chơi game ổn, không nóng. Nhưng độ ổn định sản phẩm chưa thực sự làm mình hài lòng. 
Hay bị drop cuộc gọi, 
Cảm biến tiệm cận lỗi,",0,0,0,0,3,0,3,0,1,1,0
"Trong tầm giá dưới 5tr ,mn nên mua máy này, chip ok,màn hình 90hz, pin khoẻ, cam ổn, rất ok",3,3,3,0,3,0,3,2,0,0,0
Sản phẩm tuyệt vời vì mình ko có nhu cầu chơi game. Khi có thông báo thì đèn ơ nút nguồn sáng hoài thì làm cách nào để tắt qtv,0,0,3,0,2,0,0,0,0,0,3
trước lúc mua mih chỉ sợ ios 11 hao pin như trên mạng nói. nhưng bản 11.2.1 thực sự pin rất tốt. ios dùng ổn định nhưng ko thích bằng android. ko nghịch đc nhiều thứ như android. cái nữa là màn hình nhìn không đã như super amoled của samsung.,0,1,3,0,3,0,3,0,0,0,0
"- Máy sử dụng 3 ngày mới phải sạc pin 1 lần (lướt web, zalo, facebook, gọi, nhắn tin....tất cả đều đầy đủ). Chỉ tiêu hao 20% cho 1 ngày sử dụng trong giờ hành chính từ sáng đến chiều.
- Cảm biến vân tay nhạy, nhận diện khuôn mặt nhạy. 
- Chụp ảnh ok.
- Tốc độ xử lý nhanh, mượt, ổn định, không nóng.",3,0,0,0,3,0,3,0,0,3,0
Máy xài thì ok . có điểm kém là Vân tay không nhạy . Khó mở khoá được . Nhận diện khuôn mặt thì phải chờ camera. Bất tiện,0,0,3,0,0,0,0,0,0,1,0
"Điện thoại tốt, loa lớn, đẹp, tuy nhiên camera chụp không được đẹp, CPU quá yếu không dùng chơi game được.",1,0,3,0,1,0,0,0,3,3,0
"Máy dùng mượt pin trâu,Nhân viên nhiệt tình vui vẻ tiếc ko có sạc nhanh sạc hơn 3,5tiêng mới đầy",0,0,0,0,3,0,2,0,0,0,0
"Máy khá ngon,khá mượt nhg đôi khi liên quân ko phản hồi,pin máy trâu,chơi game mát rượi.Nói chúng là máy ngón trong tầm giá",0,0,3,0,3,0,3,2,0,0,0
Mới mua dc 2 ngày sạc pin từ 15% tới 83% k sạc dc rất tiếc 1 chiếc điện thoại thương hiệu lớn mà thua điện thoại của trung quốc.........,0,0,0,0,0,0,1,0,0,0,0
Pin tệ quá 4000 mà sử dụng không đủ 1 ngày chỉ lướt wep thôi.nếu biết trước vậy khỏi mua,0,0,1,0,0,0,1,0,0,0,0
"Tính tới tính lui,so đo máy này máy kia cuối cùng quyết định hốt e này. Mua buổi tối vắng khách nên vip lắm,3 4 nv chăm sóc luôn,mua máy chứ nói chuyện vui là nhiều...hi vọng chất lượng máy đi đôi chất lượng phục vụ...ĐMX Sóc Ven,Gò Quao,KG...",0,0,0,0,0,0,0,0,0,0,3
Công nhận đt iPhone 7lpus giá thì cao mọi thứ sài rất ok. Nhưng có cái 3G và wifi rất yếu thua một cái đt Samsung cùi bắp,0,0,3,0,0,0,0,1,0,1,0
Chơi game quá tệ quá giật lác máy nhanh nóng nhiều lúc không thể chơi nổi mọi ng nên xem xét kỹ rồi hãy mua chip 660 không thể chạy mượt pubg dù để ở mức setting thấp nhất,0,0,2,0,1,0,0,0,0,0,0
"Mới mua về thấy máy nhỏ gọn và rất nhẹ, nhân viên tư vấn nhiệt tình. Kết nối bluetooth với điện thoại khác khá tiện để vừa đi xe vừa nghe điện thoại, khỏi sợ bị giật.
Để xài thêm một thời gian xem như thế nào (y)",0,0,0,0,0,0,0,0,3,3,3
"Máy rất là oke, mọi thứ đều ổn định. Trong tầm giá này để mua máy về chơi game thì đây là 1 lựa chọn tốt, tất cả đều mượt mà",0,0,3,0,3,0,0,2,0,0,0
"Vừa mua lúc chiều, máy mượt, vân tay nhạy,pin tuột hơi nhanh nhưng có sạc nhanh nên cng ko phải vấn đề lớn. Nhân viên tư vấn hỗ trợ nhiệt tình. Rất hài lòng.",0,0,3,0,3,0,2,0,0,3,0
Sao máy mình mới mua nó bị mờ bạn mình lướt FB  và xem Youtube nó bị mờ vậy bạn.,0,1,0,0,0,0,0,0,0,0,0
Mình rất thích xài điện thoạt iPhone! Đẹp sang trọng và bền...nhân viên ở các cửa hàng được phân phối thì rất nhiệt tình vừa lòng khách...2 vck mình đều xài iPhone vì mấy điểm đó...!,0,0,3,0,0,0,0,0,3,0,0
"Pin nghe nói trâu mà sao vẫn tụt nhanh thế ah. Chán quá Xiaomi ơi 
Còn lại chơi game mượt, chụp hình tam okie.",2,0,0,0,3,0,1,0,0,0,0
Mới mua về sài rất mượt rất ok nha mấy anh tgdd tư vấn rất nhiệt tình   mọi thứ rất ok,0,0,3,0,3,0,0,0,0,0,0
Đã mua tại medimarm cảm thấy oki. Sau khi sử dụng thỉnhbthoangr có vấn đrefnchuts nhưng cũng ổn.. hài lòng với 7 triệu,0,0,3,0,1,0,0,3,0,0,0
"Nhìn máy đẹp. Có điểm lâu lâu máy lại bị lỗi, lỗi có khi đèn pin ko bật được, lúc bật được lại ko tắt được, phải khởi động lại thì mới được. Sóng máy này hơi yếu. Được cái chơi game thì sướng, lúc mới mua chơi chỉ hơi nóng. Sau 10 ngày chơi game máy nóng hẳn lên",0,0,0,0,2,0,0,0,3,1,0
"Nhu cầu hằng ngày thì tốt , mượt, ok. Có cái chơi liên quân hay đơ và văng ra, ki hài lòng chỗ đó. Thỉnh thoảng đa nhiệm hay đơ. Tạm thoi",0,0,3,0,2,0,0,0,0,0,0
"Các bạn nghĩ sao chứ mình sài a70 thấy rất tốt, nhanh hết pin nhưng không đến nổi nào, nhưng sạc cực kì nhanh luôn, các bạn hãy tắt những ứng dụng không sử dụng đi,và đừng cho ứng dụng chạy ngầm, hãy tối ưu hóa cho máy nhẹ, cũng ít hao pin lắm, theo mình thì máy sài rất tuyệt vời *****👍",0,0,3,0,0,0,2,0,0,0,0
"Quá kém, máy hay đứng và phản ứng chậm, vân tay nhiều lúc không nhận được.Nói chung là quá tệ so với số tiền bỏ ra.",0,0,1,0,1,0,0,1,0,1,0
"Sản phẩm tốt hay xấu là do nhà sản xuất nhưng nhân viên thế giới di động nhiệt tình thật đấy, mua ở 477 LNQ Thái Nguyên. Vote cho 5 sao",0,0,0,0,0,0,0,0,0,0,3
Máy tốt rất mượt.mình có mua cho và trải nhiệm khoảng 1 tuần. 4000 pin dùng rất bền xạc rất nhanh. Rất hài lòng phục vụ.,0,0,3,0,3,0,3,0,0,0,0
"Cho tôi hỏi pin của vivo S1 pro sạc bao lâu thì đầy,còn tôi sạc hơn 3 tiếng mới đầy vậy có phải lỗi sạc nhanh ko",0,0,0,0,0,0,0,0,0,0,3
"Sản phẩm a50s bị giật lag khó chịu cực kì
Đổi sản phẩm tới 3 lần.khi hết hạn để đổi thì máy thứ 3 vẫn bị y chang . Tức đến nổi tôi đập nó bễ nên ko đi đổi nữa chứ  bức sức lắm.",0,0,1,0,1,0,0,0,0,0,0
So mức giá tầm dưới 5tr thì redmi note 7 xài khá mượt về mọi mặt nha chưa kể kiểu dáng máy cũng khá đẹp,0,0,0,0,3,0,0,2,3,0,0
Nếu có thêm tự ghi âm cuộc gọi thì không có gì phải bàn. Giá/hiệu năng cao nhất trong phân khúc! Cho 5 sao,0,0,0,0,3,0,0,1,0,1,0
"Tốt, pin trâu bò, game thì chưa chơi để test vài bữa. Chỉ không tặng tai nghe nhưng tốn vài trăm mua thì cũng chẳng sao.",0,0,3,0,2,0,3,0,0,0,0
Mình mua được 1 thánh rồi thì máy bắt đầu xuất hiện lội ứng dụng bị dừng vào nhiều lỗi khác,0,0,0,0,1,0,0,0,0,0,0
"Dùng tốt,bền,đã dùng từ realme c1 lên.pin lâu,chíp hiệu năng cal.sẽ ủng hộ realme dài dài",0,0,3,0,3,0,3,0,0,0,0
"Trừ 1sao vì wj kém,sóng bắt wj quá tệ,wj cách 3m cũng không bắt được 2 cục,cần cải thiện",0,0,0,0,0,0,0,0,0,1,0
"Pin kém chưa được ngày đã hêt, k game, chỉ có vào zalo fb mà hết, khá thất vọng, sạc nhanh có lúc cả tiếng đồng hồ được 40%, biet vậy sắm e khác",0,0,1,0,0,0,1,0,0,0,0
"Mình thích kiểu iPhone 5s nhưng màn hình lớn hơn chút thì Ok, cấu hình thì được nhưng thiết kế không đẹp bằng 5s, đó tận dụng linh kiện từ iPhone 8, dung lượng pin hơi thấp nhưng điều đó không còn quá quan trọng khi được trang bị sạc nhanh",0,1,0,0,3,0,2,0,1,0,0
"Máy tốt, màn hình nhạy hơn hẳn những dòng máy phân khúc tầm trung mà mình từng sử dụng ( Lenovo, huawei ,xaomiao) khi trải nghiệm liên quân , pubg .. có sự khác biệt rõ rệt, camera nhận diện hoạt động mạnh trong môi trường ánh sáng yếu ớt,sạc nhanh trong vòng 60',NV cửa hàng nhiệt tình thân thiện( 304_306 giải phóng tt phước an krông  păk Đăk Lăk)",3,0,3,0,3,0,3,0,0,1,0
Máy rất OK sánh ngang với a50 và oppo 11 nhưng rẻ hơn vài củ nếu ai không quá nặng với thương hiệu thì con này là OK,0,0,3,0,0,0,0,3,0,0,3
Phí tiền khi mua cái máy này tạo mua chưa đc 1 tháng nửa mà 1 ngày nó bị đơ 1 ngàn lần cứ đang lướt cái nó đứng im k bấm đc cái j hết tắt đi mở lại bt sống 1 hồi lại bị tiếp . Cho 1 sao v máy như gì đừng có ham rẻ mà mua giờ hối hận ko kịp mấy quá dởm .,0,0,1,0,1,0,0,1,0,0,0
"Mới mua về, cảm nhận của mk như sau
1. Loa to,rõ
2.bluetooth hơi chậm nhưng cx chấp nhận đc
3. Pin 800 nhưng xài đc 2 ngày nhưng lâu lâu bị sập nguồn",0,0,0,0,1,0,3,0,0,3,0
Mới mua lúc tối 2/1/2020 với tầm giá 2t4 thì quá OK rồi.,0,0,3,0,0,0,0,2,0,0,0
"Máy sạc nhanh , cấu hình mượt chơi game tốt . Chắc do mình hay chơi game nên 1 ngày sẽ sạc 2 lần và lâu lâu máy có nóng và hơi giật lag 1 tí . Nhưng nếu mở khóa bằng mã pin thì sẽ rất rất chậm luôn . Mình mới mua máy được 5 ngày shock TT",0,0,0,0,2,0,3,0,0,1,3
Sp ok nhưng sao khi mình vào face phần watch thì thỉnh thoảng đang xem lại bị hắt ra nhỉ. Có ai bị thế ko,0,0,3,0,1,0,0,0,0,0,3
"Máy dùng tốt trong tầm giá,và ai đang dùng máy này mà tình trạng máy bắt wifi và mạng yếu hơn những máy khác,để khắc phục tình trạng trên thì các bạn tắt chế độ tăng tốc game đi là sẽ hết",0,0,3,0,0,0,0,2,0,1,3
Dùng được 25 ngày cảm thấy rất hài lòng về mọi mặc nhưng sạc thì khá lâu. Máy chiến game tốt pin trâu. Màn hình 720p nhưng cx vừa tầm,0,3,3,0,3,0,2,0,0,0,0
"Điện thoại xịn sò. Đen cái là mua bản 6/128 phải chờ mấy ngày nên mình chỉ mua bản 6/64.
Nhân viên TGDD Thôn Bầu xã Kim Chung Đông Anh tư vấn nhiệt tình dù mình tham khảo hết giá tầm này rồi 😂",0,0,3,0,0,0,0,0,0,0,3
"Mình đã mua được 2 tuần rồi,phải nói thật là từ androi qua ios đúng là sướng thật,hiện tại máy dùng rất mượt, pin khoẻ,sạc củng nhanh lắm, khoảng 1h50p là đầy từ 10% đến 100%",0,0,3,0,3,0,3,0,0,0,0
"Máy sử dụng rất tốt ,sẽ tiếp tục ủng hộ TGDĐ.Giá cả hợp lí máy chỉ là có độ phân giải chưa cao",0,1,3,0,0,0,0,2,0,0,0
"Mình mới mua được nữa tháng nhìn chung thì khá 
 hài lòng với sản phẩm này. Tuy nhiên mình vẫn chưa ưng ý lắm với pin,theo mình thì pin này chỉ khoảng 3500 mAh thôi chứ k đúng như 4000 mAh đâu.",0,0,3,0,0,0,1,0,0,0,0
