comment,training_program,facility,lecturer,others
"Khu vực sinh hoạt của sinh viên được quản lý tốt, an ninh.",0,3,0,0
"Khu vực sinh hoạt của sinh viên được trang bị máy lạnh và máy nóng lạnh, giúp cho sinh viên có thể sinh hoạt tiện nghi hơn.",0,3,0,0
"Khu vực sinh hoạt của sinh viên được trang bị đầy đủ các tiện nghi cơ bản, giúp sinh viên có thể sống và học tập tại trường một cách thuận tiện và tiệm cận.",0,3,0,0
Khu vực sinh hoạt của trường cũng rất phong phú và đa dạng.,0,2,0,0
"Khu vực sinh hoạt của trường thiếu sự thiết kế hợp lý, khiến cho sinh viên khó có thể tận dụng các khu vực này.",0,1,0,0
"Khu vực sinh hoạt ngoài giờ học thiếu tiện nghi, đèn yếu, máy lạnh kém hiệu quả.",0,1,0,0
"Khu vực sinh hoạt tại trường rất sạch sẽ và thoải mái, giúp tôi tạo được môi trường học tập tốt nhất.",0,3,0,0
Khu vực sinh hoạt và giải trí của trường rất đầy đủ và hấp dẫn.,0,3,0,0
Khu vực sân bóng rổ và sân cầu lông tốt nhất của trường bị hư hỏng.,0,1,0,0
Khu vực sân chơi không thoải mái hoặc thiếu an toàn.,0,1,0,0
"Khu vực sân chơi nhỏ bé, không có đủ không gian cho sinh viên thư giãn.",0,1,0,0
Khu vực sân chơi và giải trí không đáp ứng được nhu cầu của sinh viên.,0,1,0,0
Khu vực sân thượng để sinh viên có không gian gặp gỡ bạn bè và thư giãn,0,2,0,0
"Khu vực sảnh đang bị xây dựng hoặc sửa chữa, khiến cho sinh viên gặp khó khăn trong việc đi lại trong trường.",0,1,0,0
Khu vực sống động của trường rất thú vị cho sinh viên.,0,2,0,0
Khu vực thư giãn của trường rất thoải mái và có thể giúp cho sinh viên thư giãn sau giờ học căng thẳng.,0,3,0,0
Khu vực thư giản của sinh viên rộng rãi và thoải mái.,0,2,0,0
Khu vực thư viện có nhiều sách mới được cập nhật thường xuyên.,0,2,0,0
Khu vực thư viện của trường còn thiếu các công nghệ hiện đại hỗ trợ học tập.,0,1,0,0
Khu vực thư viện của trường quá ồn ào và không đủ không gian yên tĩnh cho sinh viên để học.,0,1,0,0
Khu vực thư viện yên tĩnh và có nhiều tài liệu hữu ích.,0,2,0,0
"Khu vực thư viện yên tĩnh, sách phong phú và có các thiết bị hỗ trợ học tập.",0,2,0,0
Khu vực thể dục giảm cân thiếu trang thiết bị và không đảm bảo an toàn cho sinh viên.,0,1,0,0
"Khu vực thể dục thể thao của trường rộng rãi và đầy đủ tiện nghi, giúp cho sinh viên có điều kiện tốt hơn để rèn luyện sức khỏe.",0,3,0,0
"Khu vực thể thao của trường được trang bị đầy đủ các thiết bị, máy móc giúp cho sinh viên có thể rèn luyện sức khỏe tốt hơn.",0,3,0,0
"Khu vực tiếp khách cho phụ huynh và khách tham quan của trường quá nhỏ, không đủ để đáp ứng.",0,1,0,0
Khu vực tiếp khách cũng rất tốt cho những cuộc gặp mặt đầu tiên.,0,2,0,0
"Khu vực tiếp khách của trường được thiết kế đẹp và chuyên nghiệp, thể hiện được vẻ đẹp của trường.",0,3,0,0
Khu vực tiếp khách quá nhỏ và không đáp ứng được nhu cầu của sinh viên.,0,1,0,0
"Khu vực tiếp khách được bố trí đầy đủ các tiện ích, giúp cho sinh viên và phụ huynh dễ dàng liên lạc khi cần thiết.",0,3,0,0
Khu vực trường không đủ để đáp ứng nhu cầu các hoạt động ngoài giờ học.,0,1,0,0
Khu vực tập thể dục của trường không có nhiều hoạt động tập thể dục cho sinh viên.,0,1,0,0
Khu vực tập thể dục không đảm bảo an toàn.,0,1,0,0
Khu vực tập thể dục trong trường quá nhỏ và thiếu trang thiết bị hiện đại.,0,1,0,0
Khu vực tập yoga và thư giãn của trường rất thuận tiện.,0,3,0,0
Khu vực vệ sinh thiếu sự đảm bảo vệ sinh và an toàn.,0,1,0,0
Khu vực xe đạp chưa được quản lý và không đảm bảo an ninh cho sinh viên.,0,1,0,0
"Khu vực xe đạp tại trường rất an toàn, tôi luôn yên tâm để để xe ở đây.",0,3,0,0
"Khu vực xung quanh trường được bảo vệ rất tốt, giúp cho sinh viên cảm thấy an toàn.",0,3,0,0
Khu vực ăn uống của trường có nhiều món ăn ngon và đa dạng.,0,3,0,0
Khu vực ăn uống của trường cũng rất đa dạng và phong phú.,0,2,0,0
Khu vực ăn uống của trường rất sạch sẽ và tiện lợi.,0,3,0,0
Khu vực ăn uống hạn chế lựa chọn thức ăn cho sinh viên.,0,1,0,0
Khu vực ăn uống rất đa dạng và tuyệt vời cho sinh viên.,0,3,0,0
"Khu vực ăn uống sạch sẽ, đồ ăn đa dạng và hợp khẩu vị với giá cả phải chăng cho sinh viên.",0,3,0,0
Khu vực ăn uống tại trường cung cấp những món ăn ngon và đa dạng.,0,3,0,0
"Khu vực ăn uống và giải trí của trường quá nhỏ, gây khó khăn cho việc trả lời nhu cầu của sinh viên.",0,1,0,0
Khu vực đi bộ quanh trường rất đẹp và có nhiều khu vườn xanh ở gần.,0,3,0,0
Khu vực đi lại trong khuôn viên được bố trí thông thoáng và an toàn.,0,2,0,0
Khu vực đặt máy bán thức uống rất tiện lợi cho sinh viên.,0,3,0,0
Khu vực đặt máy photocopy và in rất tiện lợi cho việc học tập và làm bài tập.,0,3,0,0
Khu vực để xe của trường rộng rãi và tiện lợi.,0,2,0,0
Khu vực để xe không được bảo vệ đúng cách.,0,1,0,0
Khu vực để xe không được quản lý đúng cách.,0,1,0,0
Khu vực để xe không đảm bảo an toàn.,0,1,0,0
Khu vực để xe máy của trường rất an toàn và được quản lý chặt chẽ.,0,2,0,0
"Khu vực để xe đạp được bố trí thuận tiện, giúp cho sinh viên có thể đến trường bằng xe đạp trong sự an toàn.",0,3,0,0
"Khu vực đồ ăn của trường được chăm sóc và bảo quản đúng cách, giúp cho sinh viên có thể ăn uống an toàn cho sức khỏe.",0,3,0,0
Khu vực đỗ xe của trường rất rộng và an toàn.,0,2,0,0
Khu vực đỗ xe rộng rãi và đủ chỗ.,0,2,0,0
"Khu yến cơm của trường đầy đủ thực phẩm và rất ngon, giúp cho sinh viên có thể ăn uống đầy đủ chất dinh dưỡng.",0,3,0,0
"Khu ẩm thực phục vụ đa dạng, hấp dẫn và sức khỏe.",0,3,0,0
"Khuôn viên cây xanh đẹp mắt, giúp không khí trong lành và thư giãn cho sinh viên.",0,3,0,0
Khuôn viên có đủ chỗ ngồi nghỉ ngơi và thư giãn.,0,2,0,0
Khuôn viên của trường còn khá nhỏ so với nhu cầu học tập của sinh viên.,0,2,0,0
"Khuôn viên của trường có nhiều cây xanh, tạo không khí trong lành và tốt cho sức khỏe của sinh viên.",0,3,0,0
"Khuôn viên của trường rất rộng rãi và được bảo quản tốt, tôi thường dạo bước ở đây để thư giãn.",0,3,0,0
"Khuôn viên của trường rất xanh và rộng lớn, tạo cảm giác tươi mát và thư giãn cho sinh viên.",0,3,0,0
"Khuôn viên của trường rất yên tĩnh và tươi mát, giúp sinh viên tập trung nghiên cứu và rèn luyện tốt hơn.",0,3,0,0
Khuôn viên của trường rất đẹp và giúp tôi thư giãn sau những giờ học căng thẳng.,0,3,0,0
"Khuôn viên của trường rất đẹp và thoáng mát, giúp tôi thư giãn sau những giờ học căng thẳng.",0,3,0,0
"Khuôn viên của trường rất đẹp và yên tĩnh, giúp sinh viên tập trung vào học tập và luyện tập cơ thể.",0,3,0,0
Khuôn viên của trường được bảo quản và chăm sóc rất tốt.,0,2,0,0
Khuôn viên của trường được sắp xếp ngăn nắp và trang trí đẹp mắt.,0,3,0,0
Khuôn viên của đại học rất rộng lớn và được bố trí hợp lý.,0,2,0,0
Khuôn viên của đại học được bảo quản rất tốt.,0,2,0,0
Khuôn viên sạch sẽ và khang trang.,0,3,0,0
"Khuôn viên thể thao của trường rất đẹp và được trang bị đầy đủ thiết bị, giúp sinh viên rèn luyện cơ thể tốt.",0,3,0,0
Khuôn viên trường không rộng đủ để người học có thể thư giãn sau giờ học tập.,0,1,0,0
Khuôn viên trường không được an ninh tốt để bảo vệ sinh viên.,0,1,0,0
Khuôn viên trường không được quản lý sạch sẽ.,0,1,0,0
Khuôn viên trường không được sạch sẽ và gọn gàng.,0,1,0,0
Khuôn viên trường quá bé và không đủ không gian xanh.,0,1,0,0
"Khuôn viên trường quá đông đúc, tạo ra cảm giác tắc nghẽn.",0,1,0,0
"Khuôn viên trường rất an ninh, giúp cho sinh viên có thể học tập và sinh hoạt yên tâm.",0,3,0,0
"Khuôn viên trường rất đẹp và thoáng mát, rất thích hợp cho sinh viên học tập và giải trí.",0,3,0,0
"Khuôn viên trường rộng lớn và rất thoáng mát, tạo cho sinh viên một môi trường sống và học tập tốt.",0,3,0,0
Khuôn viên trường rộng lớn và được bố trí hợp lí.,0,3,0,0
Khuôn viên trường rộng rãi giúp sinh viên có không gian để tổ chức các sự kiện và hoạt động,0,2,0,0
Khuôn viên trường rộng rãi và thoáng mát nên sinh viên có thể đi lại thoải mái.,0,3,0,0
Khuôn viên trường rộng rãi và thoáng mát.,0,2,0,0
"Khuôn viên trường rộng rãi và xanh sạch, tạo không gian sống lý tưởng cho sinh viên.",0,3,0,0
"Khuôn viên trường rộng, có không gian cây xanh để nghỉ ngơi.",0,2,0,0
Khuôn viên trường thiếu không gian để các sinh viên tập thể thao.,0,1,0,0
Khuôn viên trường thiếu sự vệ sinh và trông không được đẹp mắt.,0,1,0,0
Khuôn viên trường xanh mát và thích hợp cho sinh viên điểm danh.,0,3,0,0
"Khuôn viên trường xanh tươi, thoáng mát và tốt cho việc rèn luyện thể chất.",0,3,0,0
"Khuôn viên trường xây dựng với quy mô lớn, đáp ứng tốt nhu cầu của sinh viên.",0,3,0,0
Khuôn viên trường được bảo quản sạch sẽ và luôn được cải tiến để đáp ứng nhu cầu sinh viên học tập,0,2,0,0
Khuôn viên trường được bảo quản sạch sẽ và xanh tươi,0,2,0,0
Khuôn viên trường được bảo vệ an toàn và sạch sẽ đảm bảo an toàn cho sinh viên.,0,3,0,0
"Khuôn viên trường được bảo vệ và quản lý một cách nghiêm ngặt, đảm bảo an toàn cho sinh viên.",0,3,0,0
Khuôn viên trường được bật đèn rất sáng vào ban đêm.,0,2,0,0
"Khuôn viên trường được bố trí các ghế ngồi, ánh sáng và cây xanh tạo cảm giác giải trí, thư giãn cho sinh viên.",0,2,0,0
Khuôn viên trường được bố trí khoa học giúp sinh viên có không gian học tập và vui chơi thoải mái.,0,3,0,0
"Khuôn viên trường được bố trí rất đẹp, với các cảnh quan thiên nhiên tươi đẹp, giúp sinh viên có được không gian giáo dục và sống khỏe mạnh.",0,3,0,0
"Khuôn viên trường được trang bị nhiều bàn ghế dài, giúp cho sinh viên có thể thư giãn thoải mái, tìm hiểu và học tập tốt hơn.",0,3,0,0
"Khuôn viên trường được trang trí đẹp mắt, góp phần tạo không gian học tập và sinh hoạt tốt hơn.",0,3,0,0
Khuôn viên trường được xây dựng rất đẹp và thoáng mát.,0,2,0,0
"Khuôn viên trường được xây dựng rộng rãi và thoáng mát, giúp sinh viên có thể thư giãn và tập thể dục trong không gian rộng rãi.",0,3,0,0
Khuôn viên trường đẹp và sạch sẽ.,0,2,0,0
"Khuôn viên trường đẹp, thoáng mát, rất thuận tiện cho sinh hoạt cũng như học tập.",0,3,0,0
"Khuôn viên tại trường rất đẹp và được bảo trì tốt, giúp tôi có môi trường học tập và sinh hoạt tốt nhất.",0,3,0,0
"Khuôn viên tại trường được bao quanh bởi cây xanh, giúp tạo không gian thoáng mát và gần gũi với thiên nhiên.",0,3,0,0
Khuôn viên và các tòa nhà được trang trí đẹp mắt.,0,3,0,0
"Khuôn viên xanh và sân tập của trường rất rộng rãi và đa dạng, giúp cho sinh viên có thể tổ chức các hoạt động thể thao và sinh hoạt ngoài giờ học một cách tốt nhất.",0,3,0,0
"Khuôn viên xanh, sạch sẽ và đẹp.",0,3,0,0
"Khuôn viên được trang bị các khu vực xanh, cây cối xanh mát, giúp cải thiện không khí, tạo nên không gian sống trong lành…",0,3,0,0
Khuôn viên đất nền rộng rãi và khá yên tĩnh.,0,3,0,0
"Khuôn viên đẹp, rộng rãi và thoáng mát.",0,2,0,0
Khó tiếp cận các cơ sở của trường từ các khu vực ngoại thành.,0,1,0,0
Không cung cấp đủ các dịch vụ hỗ trợ loại bỏ rào cản học tập cho sinh viên khuyết tật.,0,1,0,0
Không có chính sách cụ thể về việc đầu tư cơ sở vật chất.,0,1,0,0
"Không có chỗ nghỉ ngơi, sinh viên chỉ có thể ngồi trên sàn.",0,1,0,0
Không có chỗ ngồi đủ cho sinh viên khi ngồi chờ trong các phòng đợi.,0,1,0,0
"Không có chỗ đậu xe cho sinh viên, đôi khi đỗ xe ngay cả khi không có chỗ đỗ sẵn.",0,1,0,0
"Không có chỗ để giữ xe đạp, sinh viên phải chở theo xe đạp vào lớp.",0,1,0,0
Không có chỗ để học tập riêng tư.,0,1,0,0
"Không có chỗ để lưu trữ sách, tài liệu của sinh viên.",0,1,0,0
Không có chỗ để sinh viên thư giãn và giải trí trong một môi trường an toàn.,0,1,0,0
Không có chỗ để tập hát hoặc nhảy múa cho sinh viên.,0,1,0,0
Không có chỗ để tập trung và đọc sách trong thư viện.,0,1,0,0
"Không có chỗ để để xe, sinh viên phải đi bộ đến trường.",0,1,0,0
"Không có khu vực cho các sinh viên nghỉ ngơi, chạy bộ, hoặc tập thể dục ngoài các phòng thực hành.",0,1,0,0
Không có khu vực cho học tập nhóm riêng.,0,1,0,0
Không có khu vực nhà bếp.,0,1,0,0
Không có khu vực để bàn luận về chủ đề học tập.,0,1,0,0
Không có không gian làm việc cho sinh viên.,0,1,0,0
Không có không gian để sinh viên thư giãn sau giờ học.,0,1,0,0
Không có kênh thông tin cập nhật và thường xuyên với sinh viên.,0,1,0,0
Không có máy giặt trong ký túc xá của trường.,0,1,0,0
Không có mạng WiFi cho sinh viên sử dụng.,0,1,0,0
Không có người dẫn đường giúp sinh viên mới đến.,0,1,0,0
Không có những chỗ ngồi thoải mái trong khu vực sinh hoạt chung của trường.,0,1,0,0
Không có nơi để giữ đồ giảng dạy.,0,1,0,0
Không có nơi để giữ đồ.,0,1,0,0
Không có nơi để lưu trữ tài liệu của sinh viên.,0,1,0,0
Không có phòng thể dục.,0,1,0,0
"Không có phòng tập thể dục, không thể rèn luyện sức khỏe.",0,1,0,0
Không có sự hợp tác giữa các trường về vấn đề cơ sở vật chất.,0,1,0,0
Không có sự quản lý cụ thể về an toàn các thiết bị trên khu vực trường.,0,1,0,0
Không có sự quản lý từ đội ngũ nhân viên bảo trì.,0,1,0,0
Không có sự tư vấn chuyên môn về việc quản lý cơ sở vật chất.,0,1,0,0
Không có sự tương tác giữa sinh viên và ban quản lý về vấn đề cơ sở vật chất.,0,1,0,0
Không có sự đầu tư định kỳ và đầy đủ vào cơ sở vật chất.,0,1,0,0
Không có sự đổi mới trong việc đầu tư cơ sở vật chất.,0,1,0,0
Không có tài liệu cần thiết trong thư viện của trường.,0,1,0,0
Không có điều hòa.,0,1,0,0
Không có đèn đọc sách trong khu vực thư viện.,0,1,0,0
Không có đầy đủ chương trình hợp tác giữa trường và các doanh nghiệp.,0,1,0,0
Không có đầy đủ các hoạt động giáo dục bên ngoài lớp học.,0,1,0,0
Không có đầy đủ cơ sở vật chất và dụng cụ giảng dạy cho các môn học.,0,1,0,0
"Không có đầy đủ dịch vụ hỗ trợ sinh viên như tư vấn học tập, tư vấn tâm lý.",0,1,0,0
Không có đầy đủ sách giáo khoa cần thiết cho việc học tập.,0,1,0,0
Không có đồ uống miễn phí trong quán cà phê của trường.,0,1,0,0
Không có đội ngũ nhân viên tư vấn việc làm chuyên nghiệp cho sinh viên.,0,1,0,0
Không có đủ bàn và ghế cho sinh viên.,0,1,0,0
Không có đủ chỗ ngồi trong khuôn viên thư viện.,0,1,0,0
Không có đủ chỗ để tập thể dục và rèn luyện thể chất.,0,1,0,0
Không có đủ chỗ để đỗ xe tại trường này.,0,1,0,0
Không có đủ chỗ để đỗ xe.,0,1,0,0
"Không có đủ chỗ đỗ xe cho sinh viên, gây bất tiện lớn.",0,1,0,0
"Không có đủ các dịch vụ tiện ích như máy photocopy, máy in, máy scan.",0,1,0,0
Không có đủ các thiết bị phù hợp để đáp ứng nhu cầu học tập của sinh viên.,0,1,0,0
Không có đủ dịch vụ hỗ trợ cho sinh viên về sức khỏe tâm lý.,0,1,0,0
Không có đủ hướng dẫn và hỗ trợ cho sinh viên khi gặp phải các vấn đề học tập.,0,1,0,0
Không có đủ khu vực thoải mái để sinh viên có thể trò chuyện và tương tác với nhau.,0,1,0,0
Không có đủ khu vực để sinh hoạt và giải trí cho sinh viên.,0,1,0,0
Không có đủ khu vực để sinh viên có thể tự do tập luyện nghệ thuật.,0,1,0,0
"Không có đủ máy tính để học tập, làm cho học tập trở nên khó khăn hơn nữa.",0,1,0,0
Không có đủ nơi để gửi đồ cá nhân khi đi học.,0,1,0,0
Không có đủ nơi để sử dụng máy photocopy trong khuôn viên trường.,0,1,0,0
Không có đủ phòng học cho sinh viên.,0,1,0,0
Không có đủ phòng thực hành cho các ngành học đòi hỏi thực hành nhiều.,0,1,0,0
"Không có đủ sách và tài liệu để học tập, học sinh phải tìm kiếm ở nơi khác.",0,1,0,0
Không có đủ số lượng phòng tập thể dục để phục vụ sinh viên.,0,1,0,0
Không có đủ wc để đáp ứng nhu cầu của sinh viên.,0,1,0,0
"Không có đủ ánh sáng ngoài trời, điều này khiến cho không khí tại trường trở nên u ám và bất hoà.",0,1,0,0
Không gian của từng phòng học đều được bố trí theo thiết kế hiện đại.,0,2,0,0
Không gian học tập chuyên nghiệp,0,2,0,0
"Không gian học tập của trường này càng ngày càng thiếu sự ấm áp, không có gì để tạo ra môi trường thu hút.",0,1,0,0
Không gian học tập đẹp mắt,0,2,0,0
Không gian học tập đủ rộng rãi và thoải mái.,0,2,0,0
"Không gian nội thất của phòng học rất tốt, được thiết kế để giúp tăng sự tập trung của sinh viên.",0,2,0,0
Không gian và ánh sáng trong trường tạo cảm giác thoải mái cho sinh viên.,0,2,0,0
"Không khí trong lành, môi trường học tập tốt giúp cho sinh viên học tập và rèn luyện tốt hơn.",0,3,0,0
Không đảm bảo an ninh cho tài sản của sinh viên.,0,1,0,0
Không đảm bảo sự yên tĩnh trong các khu vực học tập.,0,1,0,0
Không đủ chỗ đỗ xe cho sinh viên.,0,1,0,0
Không đủ máy photocopy cho toàn bộ sinh viên.,0,1,0,0
Không đủ sự giám sát trong một số phòng học và thư viện của trường.,0,1,0,0
Kính trong phòng học bị vướng và khó lau chùi.,0,1,0,0
Ký túc xá của trường có các dịch vụ tiện ích như tập gym và quầy cà phê.,0,3,0,0
Ký túc xá của trường có nhiều phòng học chung rất thú vị và tiện lợi.,0,3,0,0
Ký túc xá của trường rất sạch sẽ và an toàn.,0,3,0,0
Ký túc xá của trường rất sạch sẽ và tiện nghi.,0,3,0,0
Ký túc xá của trường rất tiện nghi và sạch sẽ.,0,2,0,0
Kết nối internet tốt ở khắp khuôn viên trường,0,2,0,0
Kết nối wifi nhanh,0,2,0,0
Lớp học bị ồn đến mức không thể tập trung học tập.,0,1,0,0
"Lớp học qua sử dụng, đồ nội thất bị hư hỏng.",0,1,0,0
Lớp học được trang bị hệ thống điều khiển nhiệt độ giúp sinh viên cảm thấy thoải mái hơn khi học tập.,0,2,0,0
Lời khuyên của học giả và giáo viên cơ bản không thực tế và thiếu đầu tư.,0,1,0,0
Merger nhà ga với phòng học làm giảm chất lượng học tập.,0,1,0,0
Màn hình chiếu rõ và sáng và độ tương phản tốt.,0,2,0,0
"Máy chiếu thiếu độ phân giải cao, làm cho hình ảnh không rõ ràng và khó nhìn.",0,1,0,0
"Máy học tập của trường rất tiện lợi và hiện đại, giúp sinh viên tiết kiệm thời gian học tập.",0,3,0,0
"Máy in kém chất lượng, không in được các tài liệu.",0,1,0,0
Máy tính của trường đều mới và nhanh.,0,2,0,0
Mình cảm thấy mấy bạn ấy luôn muốn tranh luận và phản biện mọi phát biểu của người khác mà không nghe.,0,0,0,1
Mình ghét được bắt buộc phải làm việc với người đó. Cô ấy không đóng góp gì vào dự án cả.,0,0,0,1
Mình không thể chấp nhận sự thái độ xa cách và lạnh lùng của cô ấy.,0,0,0,1
Mình không thể chịu nổi cái tính khó chịu của cô ấy.,0,0,0,1
Mình không thể hợp tác với người đó vì cảm thấy chúng ta không có chung quan điểm.,0,0,0,1
Mình không thể kết hợp với người đó vì cảm thấy không thoải mái.,0,0,0,1
Mình không thể làm việc với người đó vì cảm thấy người đó không trung thực.,0,0,0,1
Mình không thể làm việc với người đó vì cảm thấy thông tin của mình không được bảo mật.,0,0,0,1
"Mình thấy trong lớp có mấy bạn cứ rất chảnh chọe, tự cho mình cao hơn người khác.",0,0,0,1
Môi trường học tập của trường thân thiện và giúp sinh viên có cơ hội phát triển tốt hơn.,0,3,0,0
Môi trường học tập hai ngôn ngữ (Tiếng Việt và Tiếng Anh) giúp sinh viên phát triển các kỹ năng ngôn ngữ để chuẩn bị cho tương lai của họ.,0,3,0,0
Môi trường học tập không tiện nghi và thuận lợi cho sinh viên.,0,1,0,0
Môi trường học tập trong trường rất khuyến khích việc học tập tự do.,0,2,0,0
Môi trường học tập tại trường không được tạo ra để phù hợp với nhu cầu của từng cá nhân học sinh.,0,1,0,0
"Môi trường học tập tại trường này không được ưa chuộng và hấp dẫn, những điều này gây khó khăn cho học sinh.",0,1,0,0
Môi trường học tập tại trường rất tốt.,0,3,0,0
Môi trường học tập và số lượng sinh viên trong lớp quá đông đúc.,0,1,0,0
"Môi trường học tập ô nhiễm, không có không khí trong lành.",0,1,0,0
Môi trường học tập ở đây rất sạch sẽ và tiện nghi.,0,3,0,0
Môi trường học tập ở đây rất tiện nghi và hiện đại.,0,2,0,0
Môn học khá khó và đòi hỏi cả sự cố gắng và kiên trì của nhiều sinh viên.,0,0,0,2
Mùi hôi thối từ các phòng xử lý rác của trường.,0,1,0,0
Mùi khó chịu từ chiếc tủ đựng rác trong khu vực sinh hoạt chung.,0,1,0,0
Mất quá nhiều thời gian để tìm kiếm phòng học mỗi ngày.,0,1,0,0
Mất điểm trong việc đảm bảo tính an toàn cho sinh viên.,0,1,0,0
Mấy bạn cứ lúc nào cũng có ý kiến và không ngừng giật mic trong trường hợp không cần thiết.,0,0,0,1
Mấy bạn này rất ít thể hiện sự quan tâm đến người khác.,0,0,0,1
Mấy bạn đó hay đòi hỏi nhưng không bao giờ giúp đỡ người khác.,0,0,0,1
Mấy bạn đó rất kén chọn người để làm việc cùng.,0,0,0,1
Mấy bạn đó rất ít chịu trách nhiệm khi có lỗi trong công việc nhóm.,0,0,0,1
Mấy bạn đó thường không chia sẻ kiến thức và kinh nghiệm của mình với người khác.,0,0,0,1
Mấy bạn đó thường không chịu tiếp thu ý kiến của người khác.,0,0,0,1
Mấy bạn đó thường xuyên bị trì trệ trong công việc.,0,0,0,1
Mấy bạn đó thường xuyên bị vướng vào những vấn đề cá nhân mà không quan tâm đến công việc của cả nhóm.,0,0,0,1
Mấy bạn đó thường xuyên cãi nhau và không hòa nhập với người khác.,0,0,0,1
Mấy bạn đó thường xuyên có thái độ tự cho là tốt hơn người khác.,0,0,0,1
Mấy bạn đó thường xuyên cảm thấy nhàm chán và không thích làm việc.,0,0,0,1
"Mấy bạn đó thường xuyên nhâm nhi trong giờ học, làm mất tập trung của những người khác.",0,0,0,1
Mấy bạn ấy không biết lắng nghe ý kiến đóng góp của người khác.,0,0,0,1
Mấy bạn ấy rất ít tôn trọng cảm nhận và suy nghĩ của người khác.,0,0,0,1
Mấy bạn ấy thường chỉ tập trung vào lợi ích cá nhân mà không quan tâm đến công việc của nhóm.,0,0,0,1
Mấy bạn ấy thường không chấp nhận sự lỗi lầm của bản thân.,0,0,0,1
Mấy bạn ấy thường không còn suy nghĩ và chỉ muốn tụi mình vui chơi.,0,0,0,1
Mấy bạn ấy thường không tôn trọng ý kiến của người khác.,0,0,0,1
Mấy bạn ấy thường làm việc không có kế hoạch và tổ chức kém hiệu quả.,0,0,0,1
Mấy bạn ấy thường xuyên kêu ca và phàn nàn nhưng không giúp đỡ ai cả.,0,0,0,1
Mấy bạn ấy thường xuyên đòi hỏi nhưng không làm được gì cả.,0,0,0,1
Mấy đứa kia chỉ việc lan man và không chịu học.,0,0,0,1
Mấy đứa này thích ăn cướp công của người khác.,0,0,0,1
Mặc dù cậu ấy chưa có nhiều kinh nghiệm nhưng luôn học hỏi và cố gắng cải thiện.,0,0,0,2
"Mọi thứ tại trường đều được bố trí và quản lý rất chuyên nghiệp, giúp cho sinh viên có được một môi trường học tập và sinh hoạt tốt nhất.",0,3,0,0
Mỗi lớp học tại đây đều được trang bị chóng mặt và đầy đủ những trang thiết bị cần thiết.,0,3,0,0
Một số bạn có chủ đề tương đối khó để thảo luận.,0,0,0,2
Một số bạn có năng khiếu vượt trội ở một chuyên ngành nhất định.,0,0,0,2
Một số bạn có tài năng và khả năng toả sáng hơn so với những người khác.,0,0,0,2
Một số bạn có tính cách khá khô khan và ít tham gia các hoạt động ngoại khoá.,0,0,0,2
Một số bạn có xu hướng chiếm lấy thời gian trong lớp học.,0,0,0,2
Một số bạn của tôi không thể đón nhận những ý kiến mới từ tôi.,0,0,0,1
Một số bạn của tôi không tôn trọng những người khác và chế giễu họ trước mặt tôi.,0,0,0,1
Một số bạn của tôi luôn muốn đạt được thành tựu của người khác và không chú ý đến bản thân mình.,0,0,0,1
Một số bạn của tôi thường xuyên dùng chiêu trò để khiến tôi cảm thấy ngượng ngùng.,0,0,0,1
Một số bạn của tôi thường xuyên giở trò ác ý và xấu hổ tôi trước mặt người khác.,0,0,0,1
Một số bạn của tôi thường xuyên lập mưu để gây rối và gây sự.,0,0,0,1
Một số bạn khá giỏi nhưng lúc làm việc chậm như rùa,0,0,0,1
Một số bạn khá lâu trong lớp học nhưng chưa thể tiếp cận nổi kiến thức cơ bản.,0,0,0,2
Một số bạn rất chủ động trong việc tìm hiểu kiến thức mới bên ngoài lớp học.,0,0,0,2
Một số bạn trong nhóm không có trách nhiệm và chỉ nghỉ ngơi khi cần làm việc cùng nhóm.,0,0,0,1
Một số bạn trong nhóm không đóng góp gì nhiều vào dự án cộng đồng.,0,0,0,1
Một số học viên cần cải thiện kỹ năng lãnh đạo và giao tiếp để có thể làm việc hiệu quả hơn trong nhóm.,0,0,0,2
Một số người bạn của tôi thường xuyên chèn ép tôi để giữ cho họ kiểm soát hoàn toàn tình huống.,0,0,0,1
Một số người bạn của tôi thường xuyên nói chuyện không dễ chịu và khiến tôi cảm thấy không thoải mái.,0,0,0,1
Một số người bạn của tôi thường xuyên tìm cách đánh bóng hình ảnh của họ khi trước mặt những người khác.,0,0,0,1
Một số người bạn của tôi thường xuyên để lại một số ý kiến tiêu cực trong đầu tôi.,0,0,0,1
Một số sinh viên bị mất hứng thú trong việc học tập và cần được khuyến khích và hỗ trợ.,0,0,0,2
Một số sinh viên có khả năng diễn đạt tốt và thường được yêu cầu đứng lên giơi thiệu.,0,0,0,2
Một số sinh viên có khả năng truyền cảm hứng và tạo động lực cho nhóm trong lớp.,0,0,0,2
Một số sinh viên có khả năng tổ chức tốt và giúp cho việc học tập trở nên dễ dàng hơn.,0,0,0,2
Một số sinh viên có khả năng tự học tốt và không cần đến sự hỗ trợ từ người khác.,0,0,0,2
Một số sinh viên có tâm lý căng thẳng vì áp lực học tập và cần được hỗ trợ và thấu hiểu.,0,0,0,2
Một số sinh viên dễ bị phân tâm và không tập trung được trong lớp học.,0,0,0,2
Một số sinh viên khá cứng đầu và hạn chế việc hợp tác với những người khác trong lớp học.,0,0,0,2
Một số sinh viên khác không chia sẻ những thông tin quan trọng với tôi.,0,0,0,1
